Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
349		0.1646		0.3135		0.0000		0.6204		0.00036364
350		0.1444		0.2965		0.0000		0.6433		0.00036271
351		0.1509		0.3233		0.0000		0.6113		0.00036178
352		0.1609		0.2901		0.0000		0.6510		0.00036084
353		0.1627		0.2920		0.0000		0.6301		0.00035991
354		0.1480		0.2979		0.0000		0.6410		0.00035898
355		0.1446		0.2991		0.0000		0.6629		0.00035804
356		0.1443		0.3274		0.0000		0.6381		0.00035711
357		0.1801		0.3796		0.0000		0.5526		0.00035617
358		0.1729		0.3122		0.0000		0.6390		0.00035524
359		0.1468		0.2986		0.0000		0.6579		0.00035430
360		0.1387		0.3030		0.0000		0.6537		0.00035337
361		0.1406		0.3035		0.0000		0.6649		0.00035243
362		0.1431		0.4200		0.0000		0.5440		0.00035150
363		0.2025		0.3111		0.0000		0.6123		0.00035056
364		0.1503		0.3004		0.0000		0.6628		0.00034962
365		0.1418		0.3016		0.0000		0.6285		0.00034869
366		0.1386		0.3120		0.0000		0.6465		0.00034775
367		0.1563		0.3292		0.0000		0.6207		0.00034681
368		0.1443		0.3220		0.0000		0.6447		0.00034588
369		0.1600		0.3255		0.0000		0.6074		0.00034494
370		0.1667		0.2928		0.0000		0.6421		0.00034400
371		0.1429		0.2965		0.0000		0.6631		0.00034306
372		0.1392		0.3013		0.0000		0.6543		0.00034212
373		0.1410		0.2976		0.0000		0.6514		0.00034119
374		0.1679		0.2988		0.0000		0.6479		0.00034025
375		0.1466		0.3393		0.0000		0.6196		0.00033931
376		0.1553		0.3131		0.0000		0.6170		0.00033837
377		0.1536		0.3099		0.0000		0.6457		0.00033743
378		0.1453		0.3507		0.0000		0.5931		0.00033649
379		0.1639		0.3272		0.0000		0.6359		0.00033555
380		0.1448		0.2991		0.0000		0.6583		0.00033460
381		0.1438		0.3438		0.0000		0.6275		0.00033366
382		0.1472		0.3490		0.0000		0.5848		0.00033272
383		0.1610		0.2886		0.0000		0.6579		0.00033178
384		0.1400		0.3030		0.0000		0.6620		0.00033084
385		0.1376		0.3183		0.0000		0.6429		0.00032990
386		0.1529		0.3272		0.0000		0.6291		0.00032895
387		0.1474		0.3016		0.0000		0.6573		0.00032801
388		0.1394		0.3124		0.0000		0.6514		0.00032707
389		0.1570		0.4347		0.0000		0.5344		0.00032612
390		0.1648		0.2892		0.0000		0.6547		0.00032518
391		0.1427		0.3031		0.0000		0.6434		0.00032423
392		0.1368		0.3014		0.0000		0.6658		0.00032329
393		0.1394		0.3215		0.0000		0.6268		0.00032235
394		0.1591		0.3793		0.0000		0.5864		0.00032140
395		0.1532		0.3199		0.0000		0.6444		0.00032045
396		0.1362		0.3094		0.0000		0.6473		0.00031951
397		0.1343		0.3188		0.0000		0.6324		0.00031856
398		0.1557		0.3089		0.0000		0.6343		0.00031762
399		0.1588		0.2983		0.0000		0.6451		0.00031667
400		0.1373		0.3015		0.0000		0.6652		0.00031572
401		0.1331		0.2992		0.0000		0.6508		0.00031478
402		0.1436		0.3139		0.0000		0.6229		0.00031383
403		0.1593		0.3816		0.0000		0.5839		0.00031288
404		0.1463		0.3415		0.0000		0.5990		0.00031193
405		0.1523		0.3508		0.0000		0.5916		0.00031098
406		0.1470		0.3089		0.0000		0.6428		0.00031003
407		0.1380		0.3120		0.0000		0.6501		0.00030908
408		0.1353		0.3011		0.0000		0.6481		0.00030814
409		0.1397		0.3185		0.0000		0.6371		0.00030719
410		0.1468		0.3113		0.0000		0.6528		0.00030624
411		0.1403		0.3137		0.0000		0.6579		0.00030528
412		0.1349		0.3134		0.0000		0.6536		0.00030433
413		0.1415		0.3483		0.0000		0.6067		0.00030338
414		0.1682		0.3093		0.0000		0.6265		0.00030243
415		0.1412		0.2938		0.0000		0.6715		0.00030148
416		0.1340		0.3076		0.0000		0.6434		0.00030053
417		0.1363		0.3122		0.0000		0.6531		0.00029957
418		0.1407		0.3289		0.0000		0.6071		0.00029862
419		0.1512		0.3315		0.0000		0.6126		0.00029767
420		0.1504		0.3206		0.0000		0.6358		0.00029671
421		0.1423		0.3193		0.0000		0.6425		0.00029576
422		0.1338		0.3120		0.0000		0.6429		0.00029481
423		0.1510		0.3062		0.0000		0.6290		0.00029385
424		0.1431		0.3176		0.0000		0.6424		0.00029290
425		0.1477		0.3217		0.0000		0.6281		0.00029194
426		0.1354		0.3084		0.0000		0.6613		0.00029099
427		0.1335		0.3208		0.0000		0.6512		0.00029003
428		0.1381		0.3457		0.0000		0.6121		0.00028907
429		0.1616		0.3098		0.0000		0.6523		0.00028812
430		0.1444		0.3349		0.0000		0.6271		0.00028716
431		0.1451		0.3087		0.0000		0.6617		0.00028620
432		0.1317		0.3130		0.0000		0.6489		0.00028525
433		0.1326		0.3072		0.0000		0.6668		0.00028429
434		0.1414		0.3197		0.0000		0.6475		0.00028333
435		0.1455		0.2991		0.0000		0.6651		0.00028237
436		0.1329		0.2994		0.0000		0.6556		0.00028141
437		0.1332		0.3631		0.0000		0.6078		0.00028045
438		0.1654		0.3173		0.0000		0.6287		0.00027949
439		0.1419		0.2976		0.0000		0.6670		0.00027853
440		0.1314		0.3069		0.0000		0.6557		0.00027757
441		0.1308		0.3119		0.0000		0.6513		0.00027661
442		0.1302		0.2977		0.0000		0.6628		0.00027565
443		0.1552		0.3103		0.0000		0.6463		0.00027469
444		0.1359		0.2971		0.0000		0.6659		0.00027372
445		0.1274		0.3063		0.0000		0.6685		0.00027276
446		0.1360		0.3581		0.0000		0.6178		0.00027180
447		0.1419		0.3279		0.0000		0.6252		0.00027084
